"hosname","amprhcode","pdx","diease"
ศูนย์บริการสาธารณสุข4 ดินแดง,เขตดินแดง,U071,1
ศูนย์บริการสาธารณสุข52 สามเสนนอก,เขตดินแดง,U099,2
เซ็นทรัลเมดิกคลินิกเวชกรรม สาขาดินแดง,เขตดินแดง,U7062,3
ศูนย์บริการสาธารณสุข4 ดินแดง,เขตดินแดง,Z014,2
ศูนย์บริการสาธารณสุข4 ดินแดง,เขตดินแดง,Z242,7
ศูนย์บริการสาธารณสุข52 สามเสนนอก,เขตดินแดง,Z242,44
ศูนย์บริการสาธารณสุข52 สามเสนนอก,เขตดินแดง,Z751,2
ศูนย์บริการสาธารณสุข52 สามเสนนอก,เขตดินแดง,Z769,55
ศูนย์บริการสาธารณสุข6 สโมสรวัฒนธรรมหญิง,เขตดุสิต,B209,3
ศูนย์บริการสาธารณสุข38 จี๊ด-ทองคำบำเพ็ญ,เขตดุสิต,A090,3
รพ.วชิรโรงพยาบาล คณะแพทย์ศาสตร์วชิรพยาบาล มหาวิทยาลัยนวมินทราธิราช,เขตดุสิต,A099,1
ศูนย์บริการสาธารณสุข38 จี๊ด-ทองคำบำเพ็ญ,เขตดุสิต,A099,8
ศูนย์บริการสาธารณสุข38 จี๊ด-ทองคำบำเพ็ญ,เขตดุสิต,A920,1
ศูนย์บริการสาธารณสุข6 สโมสรวัฒนธรรมหญิง,เขตดุสิต,C509,1
ศูนย์บริการสาธารณสุข6 สโมสรวัฒนธรรมหญิง,เขตดุสิต,C716,1
ศูนย์บริการสาธารณสุข6 สโมสรวัฒนธรรมหญิง,เขตดุสิต,D075,1
ศูนย์บริการสาธารณสุข6 สโมสรวัฒนธรรมหญิง,เขตดุสิต,D508,1
ศูนย์บริการสาธารณสุข6 สโมสรวัฒนธรรมหญิง,เขตดุสิต,D638,6
ศูนย์บริการสาธารณสุข38 จี๊ด-ทองคำบำเพ็ญ,เขตดุสิต,D641,1
ศูนย์บริการสาธารณสุข6 สโมสรวัฒนธรรมหญิง,เขตดุสิต,D649,2
ศูนย์บริการสาธารณสุข6 สโมสรวัฒนธรรมหญิง,เขตดุสิต,E059,1
ศูนย์บริการสาธารณสุข6 สโมสรวัฒนธรรมหญิง,เขตดุสิต,E079,1
ศูนย์บริการสาธารณสุข38 จี๊ด-ทองคำบำเพ็ญ,เขตดุสิต,E111,2
ศูนย์บริการสาธารณสุข6 สโมสรวัฒนธรรมหญิง,เขตดุสิต,E112,15
ศูนย์บริการสาธารณสุข6 สโมสรวัฒนธรรมหญิง,เขตดุสิต,E118,6
นครไชยศรีคลินิกเวชกรรม,เขตดุสิต,E119,7
ศูนย์บริการสาธารณสุข38 จี๊ด-ทองคำบำเพ็ญ,เขตดุสิต,E119,18
ศูนย์บริการสาธารณสุข6 สโมสรวัฒนธรรมหญิง,เขตดุสิต,E119,121
ศูนย์บริการสาธารณสุข6 สโมสรวัฒนธรรมหญิง,เขตดุสิต,E539,2
ศูนย์บริการสาธารณสุข6 สโมสรวัฒนธรรมหญิง,เขตดุสิต,E660,1
